#ID;S1;S2;S3;S4
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Flavobacteriales|f__Flavobacteriaceae|g__Tenacibaculum|s__Tenacibaculum_mesophilum;3;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Flavobacteriales|f__Flavobacteriaceae|g__Nonlabens|s__Nonlabens_sediminis;3;0;3;2
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_mizutaii;3;3;4;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris;3;4;5;11
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Actinomycetaceae|s__Actinobaculum_schaalii;3;4;17;17
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum;3;2;9;15
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp._LMC_13;3;3;4;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|s__Renibacterium_salmoninarum;3;3;9;7
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp._AAA-2014;3;0;7;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter_rathayi;3;0;4;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Corynebacterium|s__Corynebacterium_pseudotuberculosis;3;2;6;13
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Corynebacterium|s__Corynebacterium_renale;3;1;10;15
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Corynebacterium|s__Corynebacterium_cystitidis;3;0;4;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Corynebacterium|s__Corynebacterium_phocae;3;2;6;11
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Corynebacterium|s__Corynebacterium_camporealensis;3;2;8;15
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Corynebacterium|s__Corynebacterium_sp._136/3;3;3;2;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Corynebacterium|s__Corynebacterium_sp._ATCC_6931;3;1;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_marinum;3;1;5;11
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_salmoniphilum;3;4;3;13
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_insubricum;3;4;5;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_paraseoulense;3;1;3;12
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp._DL739;3;5;4;9
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_pyridinivorans;3;2;4;12
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Dietzia|s__Dietzia_timorensis;3;3;4;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_echinaurantiaca;3;7;9;16
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_inositola;3;6;13;14
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acidifaciens;3;1;12;40
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_olivaceus;3;0;6;10
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_viridifaciens;3;4;2;7
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_coeruleorubidus;3;2;3;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Streptomycetaceae|g__Streptomyces|n__Streptomyces_griseus_group|s__Streptomyces_anulatus;3;1;1;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_sp._GBA_94-10_1218177;3;0;7;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Planctomycetes|s__Planctomycetes_bacterium_MBLW1;3;0;10;17
n__root|n__cellular_organisms|d__Bacteria_2|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_sp._OMZ_838;3;1;2;0
n__root|n__cellular_organisms|d__Bacteria_2|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|s__Borrelia_crocidurae;3;0;0;1
n__root|n__cellular_organisms|d__Bacteria_2|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|n__Borrelia_burgdorferi_group|s__Borrelia_valaisiana;3;1;2;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Tenericutes|c__Mollicutes|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_hyorhinis;3;1;2;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Tenericutes|c__Mollicutes|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_orale;3;1;1;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Tenericutes|c__Mollicutes|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_hyosynoviae;3;1;2;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|g__Spiroplasma|s__Spiroplasma_turonicum;3;0;16;43
n__root|n__cellular_organisms|d__Bacteria_2|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|g__Spiroplasma|s__Spiroplasma_sp._TIUS-1;3;0;1;2
n__root|n__cellular_organisms|d__Archaea|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_sp._1860;3;0;3;1
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|s__Halapricum_salinum;3;3;5;44
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum_trapanicum;3;0;4;2
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloplanus|s__Haloplanus_aerogenes;3;3;2;5
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|c__Halobacteria|f__Natrialbaceae|g__Natronorubrum|s__Natronorubrum_bangense;3;2;3;7
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_peptonophilus;3;0;6;23
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_chitonophagus;3;0;0;0
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_barophilus;3;2;4;7
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_radiotolerans;3;1;3;2
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sp._4557;3;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Photorhabdus|n__Photorhabdus_temperata_subsp._thracensis;3;5;4;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|n__Leuconostoc_gelidum_subsp._gasicomitatum;3;1;2;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|n__Leuconostoc_gelidum_subsp._gelidum;3;1;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Clavibacter|s__Clavibacter_michiganensis|n__Clavibacter_michiganensis_subsp._sepedonicus;3;1;2;8
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Clavibacter|s__Clavibacter_michiganensis|n__Clavibacter_michiganensis_subsp._michiganensis;3;2;4;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_hygroscopicus|n__Streptomyces_hygroscopicus_subsp._limoneus;3;4;1;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Tenericutes|c__Mollicutes|f__Mycoplasmataceae|g__Mycoplasma|n__Mycoplasma_capricolum_subsp._capripneumoniae;3;0;1;4
n__root|o__Caudovirales|f__Myoviridae|n__unclassified_Myoviridae;2;0;3;1
n__root|o__Caudovirales|f__Siphoviridae|n__unclassified_Siphoviridae;2;0;2;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|n__Nostoc_linckia_NIES-25;2;1;2;7
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|g__Prochlorococcus|s__Prochlorococcus_marinus|n__Prochlorococcus_marinus_str._MIT_9313;2;1;3;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|n__cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko;2;4;0;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|n__Oscillatoriophycideae|o__Chroococcales|n__Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA;2;0;0;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|n__Acinetobacter_calcoaceticus/baumannii_complex|s__Acinetobacter_baumannii|n__Acinetobacter_baumannii_ACICU;2;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_aeruginosa_group|s__Pseudomonas_aeruginosa|n__Pseudomonas_aeruginosa_MTB-1;2;1;1;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_fluorescens_group|s__Pseudomonas_fluorescens|n__Pseudomonas_fluorescens_A506;2;1;2;8
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_fluorescens_group|s__Pseudomonas_poae|n__Pseudomonas_poae_RE*1-1-14;2;1;0;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_putida_group|s__Pseudomonas_putida|n__Pseudomonas_putida_S16;2;2;2;8
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_syringae_group|s__Pseudomonas_coronafaciens|n__Pseudomonas_coronafaciens_pv._coronafaciens;2;0;0;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_syringae_group|s__Pseudomonas_syringae|n__Pseudomonas_syringae_pv._lapsa;2;2;3;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_syringae_group|s__Pseudomonas_syringae|n__Pseudomonas_syringae_pv._cerasicola;2;3;1;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_syringae_group|s__Pseudomonas_syringae|n__Pseudomonas_syringae_USA011;2;1;2;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_syringae_group|s__Pseudomonas_syringae_group_genomosp._3|n__Pseudomonas_syringae_pv._tomato;2;0;0;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Providencia|n__Providencia_sneebia_DSM_19967;2;0;1;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia|s__Serratia_liquefaciens|n__Serratia_liquefaciens_ATCC_27592;2;1;2;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia_629|n__Yersinia_pseudotuberculosis_complex|s__Yersinia_pestis|n__Yersinia_pestis_biovar_Microtus_str._91001;2;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia_629|n__Yersinia_pseudotuberculosis_complex|s__Yersinia_pestis|n__Yersinia_pestis_3770;2;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia_629|n__Yersinia_pseudotuberculosis_complex|s__Yersinia_pseudotuberculosis|n__Yersinia_pseudotuberculosis_IP_31758;2;1;0;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|s__Buchnera_aphidicola|n__Buchnera_aphidicola_(Rhopalosiphum_padi);2;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|s__Buchnera_aphidicola|n__Buchnera_aphidicola_(Melaphis_rhois);2;1;1;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|s__Buchnera_aphidicola|n__Buchnera_aphidicola_(Uroleucon_sonchi);2;1;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|s__Buchnera_aphidicola|n__Buchnera_aphidicola_str._Bp_(Baizongia_pistaciae);2;0;2;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|s__Buchnera_aphidicola|n__Buchnera_aphidicola_(Brevicoryne_brassicae);2;0;1;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|s__Buchnera_aphidicola|n__Buchnera_aphidicola_(Anoecia_oenotherae);2;1;1;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Dickeya|s__Dickeya_zeae|n__Dickeya_zeae_NCPPB_3532;2;1;5;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Cronobacter|n__Cronobacter_universalis_NCTC_9529;2;2;3;9
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|n__unclassified_Gammaproteobacteria|n__sulfur-oxidizing_symbionts;2;0;2;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas|n__Xanthomonas_axonopodis_pv._allii_CFBP6369;2;3;2;8
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|n__Stenotrophomonas_maltophilia_group|s__Stenotrophomonas_maltophilia|n__Stenotrophomonas_maltophilia_JV3;2;1;7;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|s__Dichelobacter_nodosus|n__Dichelobacter_nodosus_VCS1703A;2;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|n__Pseudoalteromonas_paragorgicola_KMM_3548;2;1;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Vibrionaceae|g__Vibrio|s__Vibrio_cholerae|n__Vibrio_cholerae_non-O1/non-O139;2;0;1;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Vibrionaceae|s__Aliivibrio_fischeri|n__Vibrio_fischeri_MJ11;2;0;0;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Vibrionaceae|s__Aliivibrio_fischeri|n__Vibrio_fischeri_SR5;2;2;2;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_hydrophila|n__Aeromonas_hydrophila_NJ-35;2;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_pleuropneumoniae|n__Actinobacillus_pleuropneumoniae_serovar_3_str._JL03;2;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae|n__Haemophilus_parainfluenzae_T3T1;2;6;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Pasteurellaceae|s__Histophilus_somni|n__Haemophilus_somnus_2336;2;3;1;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_aphrophilus|n__Aggregatibacter_aphrophilus_NJ8700;2;1;0;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|g__Bartonella|n__Bartonella_clarridgeiae_73;2;0;0;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|n__Rhizobium/Agrobacterium_group|g__Rhizobium|n__Rhizobium_selenitireducens_ATCC_BAA-1503;2;1;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Brucella|n__Brucella_ovis_ATCC_25840;2;3;2;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum_anthropi|n__Ochrobactrum_anthropi_ATCC_49188;2;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|n__unclassified_Rhizobiales;2;3;1;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Anaplasma|n__Anaplasma_ovis_str._Haibei;2;0;4;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|s__Candidatus_Endolissoclinum_faulkneri|n__Candidatus_Endolissoclinum_faulkneri_L2;2;0;2;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus_265|n__unclassified_Paracoccus;2;1;1;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobacter|s__Rhodobacter_sphaeroides|n__Rhodobacter_sphaeroides_KD131;2;1;3;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|n__Burkholderia_cepacia_complex|s__Burkholderia_cenocepacia|n__Burkholderia_cenocepacia_H111;2;0;1;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|n__Simonsiella_muelleri_ATCC_29453;2;1;9;15
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_meningitidis|n__Neisseria_meningitidis_alpha710;2;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|g__Bdellovibrio|s__Bdellovibrio_bacteriovorus|n__Bdellovibrio_bacteriovorus_HD100;2;0;1;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_pylori|n__Helicobacter_pylori_PeCan4;2;1;2;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_subantarcticus|n__Campylobacter_subantarcticus_LMG_24374;2;0;1;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter|s__Arcobacter_butzleri|n__Arcobacter_butzleri_7h1h;2;0;4;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter|n__Arcobacter_trophiarum_LMG_25534;2;0;2;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_1386|n__Bacillus_cereus_group|s__Bacillus_cereus|n__Bacillus_cereus_Rock3-28;2;0;0;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_1386|n__Bacillus_cereus_group|s__Bacillus_thuringiensis|n__Bacillus_thuringiensis_serovar_andalousiensis;2;0;0;0
