#ID;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_sainthelensi;1;3;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Fluoribacter|s__Fluoribacter_dumoffii;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Halorhodospira|s__Halorhodospira_halochloris;0;0;0;1;202;324;352;457;1;2;0;1;0;1;182;249;56;389;4;1;0;3
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_capsici;0;0;1;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;2;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas|s__Xanthomonas_oryzae;0;0;0;1;0;0;1;1;0;1;2;1;0;0;0;0;0;0;1;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_acidaminiphila;0;0;0;0;0;0;2;1;2;0;1;1;9;0;0;1;1;2;1;0;0;2
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Rhodanobacter|s__Rhodanobacter_glycinis;0;1;0;1;0;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;3
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_mexicana;0;2;4;0;3;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;2
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Thermomonas|s__Thermomonas_sp._GZ436;0;0;1;0;1;1;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylococcus|s__Methylococcus_capsulatus;0;0;0;6;2;1;1;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_algae;1;0;1;0;10;12;5;5;1;6;0;1;0;0;8;9;1;6;5;7;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_cholerae;0;0;0;0;2;4;2;1;2046;2023;1;1;4;0;4;9;1;2;1849;2135;1;3
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_campbellii;0;0;0;0;1;0;0;0;540;521;0;1;1;0;0;0;1;0;452;606;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_media;0;3;0;1;13;16;7;11;0;0;0;1;1;1;13;18;0;4;0;2;95;40
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_veronii;0;0;0;0;3;3;2;3;2;5;2;1;0;0;1;0;1;3;2;6;6;99
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus;5;0;1;2;0;0;63;0;0;0;7;1;0;0;0;0;5;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Devosia|s__Devosia_ginsengisoli;0;1;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Devosia|s__Devosia_sp._F4;0;0;1;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Blastochloris|s__Blastochloris_viridis;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Filomicrobium|s__Filomicrobium_sp._W;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Aminobacter|s__Aminobacter_aminovorans;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;2;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Aminobacter|s__Aminobacter_sp._MSH1;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_huakuii;0;5;2;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_ciceri;2;0;0;0;0;0;0;0;0;0;2;1;2;0;1;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_australicum;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_vitis;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;1;1
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_sp._33MFTa1.1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_etli;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;3;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_sp._NT-26;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_sp._ACO-34A;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Sinorhizobium|s__Sinorhizobium_meliloti;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum_sp._A44;43;8;8;5;0;1;0;1;1;2;4;1;4;2;0;0;2;1;4;3;1158;1912
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum_pseudogrignonense;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;18;2
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_zatmanii;1;4;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_nodulans;1;2;4;2;0;0;0;0;1;0;3;1;1;0;0;0;0;0;0;1;3;11
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Starkeya|s__Starkeya_novella;2;2;0;1;0;0;0;0;2;0;0;1;1;2;0;0;0;0;0;0;21;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Stella|s__Stella_humosa;0;2;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_orientalis;3;0;0;0;0;0;0;0;6;0;1;1;0;0;0;0;0;0;11;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_aceti;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_multivorum;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum_brasilense;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;3;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum_thiophilum;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Nitrospirillum|s__Nitrospirillum_amazonense;0;0;0;0;0;0;0;0;0;2;1;1;0;1;0;0;0;0;1;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus_265|s__Paracoccus_denitrificans;0;1;1;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;1;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus_265|s__Paracoccus_aminophilus;0;1;1;2;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus_265|s__Paracoccus_sp._RSP_02;2;8;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodovulum|s__Rhodovulum_sulfidophilum;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodovulum|s__Rhodovulum_sp._P5;0;0;0;0;1;1;0;1;1;0;0;1;0;0;2;2;0;2;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Ketogulonicigenium|s__Ketogulonicigenium_vulgare;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp._CH15-11;1;5;0;2;0;0;1;0;0;1;3;1;3;0;0;0;1;0;0;2;1;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Blastomonas|s__Blastomonas_sp._T2;1;0;2;0;0;0;0;0;8;6;0;1;0;0;0;0;0;0;7;6;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_fuliginis;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_sp._RSMS;0;0;0;1;0;0;0;0;0;0;3;1;1;1;0;1;0;0;1;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_alaskensis;3;6;1;1;0;0;0;0;1;8;5;1;2;3;0;0;0;0;5;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_sp._QXT-31B;1;4;1;2;0;0;0;0;0;0;2;1;2;0;0;0;0;0;1;0;1;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter|s__Erythrobacter_seohaensis;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_sp._K31;0;0;2;0;1;2;0;0;0;0;4;1;2;0;0;0;0;0;0;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_subvibrioides;0;1;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;23;1
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_briensis;5;0;1;0;0;0;0;0;0;0;1;1;0;9;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_sp._LMG_3431;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;5
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_bronchiseptica;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_parapertussis;1;0;0;0;1;3;0;5;0;0;1;1;0;0;6;1;0;2;0;0;0;2
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_avium;0;0;0;2;2;4;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;1
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_svalbardensis;0;0;0;0;0;1;0;1;2;0;0;1;0;0;0;1;0;0;7;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_lutea;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_flava;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Collimonas|s__Collimonas_pratensis;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_thiooxydans;0;1;1;1;0;1;1;0;0;0;3;1;3;1;1;1;0;0;0;0;5;2
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_sp._SP35;0;6;1;2;1;4;1;1;0;0;3;1;2;2;0;1;0;2;1;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_cattleyae;1;1;0;0;0;0;0;0;1;1;3;1;0;2;0;0;0;0;0;0;0;11
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_sp._JS42;1;5;4;2;5;3;1;1;1;0;3;1;6;1;6;3;0;2;1;1;6;3
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax|s__Rhodoferax_ferrireducens;0;0;0;1;5;5;0;0;0;0;0;1;0;0;3;5;1;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_sp._WDL1;1;0;1;0;0;0;1;1;0;0;2;1;0;0;0;1;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_boronicumulans;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas|s__Polaromonas_naphthalenivorans;0;2;0;1;14;14;11;4;0;0;0;1;0;0;18;9;3;12;1;0;0;2
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Verminephrobacter|s__Verminephrobacter_eiseniae;0;1;2;0;1;0;0;1;0;0;0;1;1;0;0;3;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_glumae;3;5;6;3;0;0;0;0;1;1;0;1;9;2;0;0;0;0;3;0;0;7
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_xenovorans;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_tropica;0;1;2;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_terricola;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sprentiae;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea|s__Pandoraea_apista;0;2;0;2;0;0;0;0;1;0;3;1;1;3;0;0;0;0;0;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea|s__Pandoraea_norimbergensis;0;3;1;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea|s__Pandoraea_thiooxydans;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea|s__Pandoraea_faecigallinarum;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|s__Cupriavidus_gilardii;0;1;2;1;1;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|s__Cupriavidus_oxalaticus;0;0;2;2;0;1;0;0;1;0;2;1;0;0;0;0;0;0;2;1;4;10
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|s__Cupriavidus_sp._USMAA1020;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Leptothrix|s__Leptothrix_cholodnii;0;3;1;0;0;2;0;0;1;0;3;1;3;3;0;0;0;0;2;0;3;1
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Rubrivivax|s__Rubrivivax_gelatinosus;3;11;0;3;0;0;1;1;1;1;2;1;6;1;0;0;0;0;1;1;0;11
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Thiomonas|s__Thiomonas_sp._X19;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Sphaerotilus|s__Sphaerotilus_natans;2;3;0;0;1;1;2;0;0;0;2;1;0;1;0;1;0;0;0;2;4;8
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Vitreoscilla|s__Vitreoscilla_filiformis;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Simonsiella|s__Simonsiella_muelleri;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_gonorrhoeae;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Azoarcus|s__Azoarcus_olearius;0;1;0;1;0;2;2;1;0;0;0;1;0;1;0;3;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae|g__Sideroxydans|s__Sideroxydans_lithotrophicus;0;1;3;0;0;0;0;0;0;1;2;1;0;0;0;0;0;1;0;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Sulfuricellales|f__Sulfuricellaceae|g__Sulfuricella|s__Sulfuricella_denitrificans;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium|s__Sorangium_cellulosum;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1
d__Bacteria_2|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Labilitrichaceae|g__Labilithrix|s__Labilithrix_luteola;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geobacter|s__Geobacter_lovleyi;2;2;2;5;1101;1320;601;773;0;0;1;1;2;5;984;1092;93;654;1;1;0;17
d__Bacteria_2|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geobacter|s__Geobacter_sp._M18;0;0;1;0;97;148;158;216;0;0;0;1;0;0;83;109;24;181;0;0;0;1
d__Bacteria_2|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Pelobacteraceae|g__Pelobacter|s__Pelobacter_carbinolicus;0;1;0;0;79;76;34;46;0;0;0;1;0;0;73;55;11;48;0;0;0;3
d__Bacteria_2|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_vulgaris;0;0;0;1;14;23;19;23;0;0;0;1;0;0;11;15;1;27;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfomicrobiaceae|g__Desulfomicrobium|s__Desulfomicrobium_orale;0;0;0;0;34;38;15;22;0;0;0;1;0;0;33;38;4;26;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfococcus|s__Desulfococcus_oleovorans;0;3;2;14;2097;2851;4230;5223;1;0;2;1;3;17;1739;2280;800;4383;1;0;1;46
d__Bacteria_2|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__Syntrophobacter|s__Syntrophobacter_fumaroxidans;0;0;0;0;59;53;31;52;0;0;0;1;1;0;39;44;6;44;0;0;0;1
d__Bacteria_2|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Wolinella|s__Wolinella_succinogenes;0;2;1;0;1;0;0;1;1;0;0;1;6;0;0;1;0;0;0;0;0;0
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_cohnii;1;0;0;1;0;2;1;1;4;2;0;1;1;0;0;1;0;0;0;0;0;1
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_chromogenes;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_1386|s__Bacillus_cellulosilyticus;0;2;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0
